Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,year_trend
Finland,2023,8.126927895510466,9.00512964478913,129.4899636679244,0,1,0,0,0,0,4.863603377502475,-0.1449462380548226,1166.0739105286934,0.0,0.8949620346509741,1.0
Netherlands,2001,4.44607058524559,5.83149506211499,24.83278526180588,0,0,1,0,0,22,3.2121647664794644,-1.1520510268556177,144.8122646327829,0.0,-0.22097552613518412,0.043478260869565216
Pakistan,2016,5.267349659989541,7.594015596462568,57.71882677271879,1,0,0,0,0,7,4.055583407516117,-0.5927418738133318,438.31767072154776,1.0,0.23610573564801784,0.6956521739130435
Greece,2007,4.4128285303773165,4.773482519895294,17.83941142453169,0,0,0,0,1,16,2.8814101347091707,-1.487795256420614,85.15611860022243,0.0,-0.3195597324377637,0.30434782608695654
Italy,2001,2.64179433440824,13.786813008234336,33.11356932475448,0,0,0,0,1,22,3.4999431477650775,1.3724484362233458,456.53058831559457,0.0,-0.40581367664851997,0.043478260869565216
Portugal,2005,9.515468983169498,6.186277248854361,59.78757816824562,0,0,1,0,0,18,4.090797916440152,-1.0394662821603506,369.86253458631955,0.0,2.7494522546993925,0.21739130434782608
Japan,2021,6.388311936569511,12.325901489716127,134.29270424124675,0,0,0,0,1,2,4.9000217777143815,0.908850328758118,1655.2786432651906,0.0,-0.13327564461519903,0.9130434782608695
Portugal,2004,8.302665505483974,7.845069670236805,83.9990596917137,0,0,0,0,1,19,4.4308056046343935,-0.5130736721475501,658.978475515874,0.0,2.8344272828830483,0.17391304347826086
France,2015,7.266856737482368,9.218370508337728,50.22637127642448,0,1,0,0,0,8,3.9165402129947773,-0.07727748500422622,463.0052997154126,0.0,-0.203642880691562,0.6521739130434783
Greece,2007,6.114034232495801,7.203871434073495,112.28797526905926,0,1,0,0,0,16,4.721066779155155,-0.7165482050178635,808.908137430727,0.0,0.3855136655339344,0.30434782608695654
Indonesia,2018,2.717426053275041,11.660853982181068,3.9327232229509175,0,0,0,0,1,5,1.3693321179631848,0.6978075914262628,45.85891125516317,0.0,-0.19543465895217782,0.782608695652174
Vietnam,2015,7.141868362162435,13.29001061202178,56.14373947515752,0,0,0,1,0,8,4.027915178532956,1.2147957325866876,746.1508934234295,0.0,-0.017199785248998345,0.6521739130434783
Poland,2012,3.242962847494657,7.148972032135469,90.5239227924134,0,0,1,0,0,11,4.505614156021815,-0.7339696973648173,647.152992282154,0.0,-0.6250228336534864,0.5217391304347826
Egypt,2019,5.315065354850213,6.664394080299517,87.9023582754681,0,0,0,1,0,4,4.4762266334036855,-0.8877431590309857,585.8159561353968,0.0,0.5956835964471863,0.8260869565217391
Germany,2006,7.032905147843443,11.495842920102866,91.52612448393164,0,0,0,1,0,17,4.516624445015848,0.6454438341962057,1052.169950153059,0.0,0.6264715300727548,0.2608695652173913
Argentina,2015,8.257832003776986,6.146683666244929,32.51361395735543,0,0,0,0,1,8,3.481658892620904,-1.0520307049421755,199.85089984226977,0.0,0.1562565403091043,0.6521739130434783
Sweden,2022,7.4803614056689565,11.038237421707496,51.22479379602834,0,0,1,0,0,1,3.9362236686610945,0.5002296714405084,565.43143579857,0.0,1.680050802583441,0.9565217391304348
Malaysia,2015,7.3722682324370306,5.038708876629992,139.80325236507937,0,0,0,1,0,8,4.940236093943113,-1.4036296957596788,704.4278886736685,0.0,-0.10723925734198936,0.6521739130434783
Austria,2011,3.19233767340166,10.82150875956756,146.1223541617179,0,1,0,0,0,12,4.984444312950583,0.4314541184190251,1581.2643355296636,0.0,-0.5807300149088962,0.4782608695652174
Finland,2013,4.769028320572703,9.647474074114765,47.49371434845232,0,1,0,0,0,10,3.860597372778007,0.05889202182709104,458.1943778601062,0.0,-0.02017365788886516,0.5652173913043478
South_Korea,2023,2.343298181281553,5.252962871339392,97.0310518079044,0,0,1,0,0,0,4.575031049006327,-1.3356394409050318,509.7005125139308,0.0,-0.7116624865619818,1.0
Austria,2017,7.755815145411717,11.140139983510595,36.95322009139897,0,0,0,1,0,6,3.6096527908609506,0.5325669035034688,411.6640446596607,0.0,1.100183498548997,0.7391304347826086
Russia,2017,9.620687850539351,8.912128727374835,55.91077137908345,1,0,0,0,0,6,4.0237570517432975,-0.174458668314479,498.28399177721633,1.0,0.24044831783166987,0.7391304347826086
Austria,2015,4.112883121432606,6.388265558987943,119.0578698255786,1,0,0,0,0,8,4.779609675960774,-0.9753683562277741,760.5732893332137,1.0,-0.44211428670806496,0.6521739130434783
China,2019,2.7015736732984745,7.88722571272395,75.67563077095593,0,0,1,0,0,4,4.326456190135098,-0.4996960915976432,596.8707808432874,0.0,-0.49171393145087505,0.8260869565217391
United_Kingdom,2015,5.804560614029229,9.413123162028226,127.58890401638942,0,0,1,0,0,8,4.848813408010321,-0.015475684874452913,1201.0100676144714,0.0,0.4113118322719014,0.6521739130434783
Vietnam,2012,8.85358578502055,5.007096499908203,94.68229660319948,1,0,0,0,0,11,4.550527040828147,-1.4136614039329187,474.0833959251504,1.0,1.730091648092844,0.5217391304347826
Mexico,2008,6.415793562174238,14.533704314411898,94.70925658677614,0,0,0,1,0,15,4.550811741843632,1.6094630614330612,1376.4763310699718,0.0,0.4196506304115031,0.34782608695652173
Nigeria,2008,2.3742172015209064,11.321183718333334,6.048124194025939,0,0,0,1,0,15,1.7997481733929084,0.5900183862033856,68.47192515186438,0.0,-0.6299417712691628,0.34782608695652173
Nigeria,2012,9.794177924223568,5.127884794164656,112.70088352704452,0,0,0,0,1,11,4.724737260651598,-1.3753310711841962,577.9171469272535,0.0,0.10623855260931814,0.5217391304347826
Iraq,2003,8.629199279700806,13.051484027613052,146.70211266462408,0,0,1,0,0,20,4.9884040863037535,1.1391029396212435,1914.6802802594316,0.0,1.2689211437083632,0.13043478260869565
Brazil,2008,3.0527526164120813,7.5481042404076,71.48125547775432,0,0,0,1,0,15,4.269435254179431,-0.6073111461535444,539.5479675812963,0.0,0.2857933193544844,0.34782608695652173
South_Africa,2014,9.374382052028071,10.564794903845025,24.62842222891665,1,0,0,0,0,9,3.2039011511653066,0.3499898708143637,260.19422965380215,1.0,0.0627370863101,0.6086956521739131
South_Africa,2013,5.605506308841509,7.048571257375306,146.56967303570036,1,0,0,0,0,10,4.987500899264396,-0.7658303600927456,1033.106784562334,1.0,0.175397991381262,0.5652173913043478
Russia,2018,4.97518392459953,12.06746539406068,44.22875534786208,0,1,0,0,0,5,3.789375151033507,0.8268395544381982,533.7289745827018,0.0,0.8308442721388645,0.782608695652174
Canada,2011,5.688426644217506,11.953098725001126,61.9704954048384,0,0,0,1,0,12,4.126658391210876,0.7905470270256629,740.7394496112621,0.0,0.7819000451027123,0.4782608695652174
Pakistan,2020,8.676575654967579,10.072478025596595,12.527595701128218,0,0,0,0,1,3,2.5279338671063964,0.19376057825552354,126.18393241317236,0.0,0.4730316572784925,0.8695652173913043
United_Kingdom,2005,7.275837426294286,6.650181517187359,17.514692988170367,0,0,0,0,1,18,2.863040127987138,-0.8922533003212055,116.4758875891416,0.0,-0.2353674380985913,0.21739130434782608
Ethiopia,2002,2.4739876191978203,6.790741882633601,33.26828491335154,0,0,1,0,0,21,3.50460453815612,-0.8476486007350229,225.91633572448387,0.0,-0.5515938791935513,0.08695652173913043
Vietnam,2021,9.660834968929368,8.211490763644372,82.72144369843996,0,1,0,0,0,2,4.415478863441959,-0.3967954969905854,679.2663708850677,0.0,0.5122672569613413,0.9130434782608695
Indonesia,2019,3.182273067826542,5.5951338413591385,84.1105910777968,1,0,0,0,0,4,4.432132493387495,-1.2270566745157347,470.61001455610085,1.0,0.1779331059075504,0.8260869565217391
Sweden,2015,7.964543613882808,7.714212845100159,91.3303296035894,1,0,0,0,0,8,4.514482929627213,-0.5545991004252253,704.5416017752407,1.0,0.3721182607057365,0.6521739130434783
Brazil,2019,7.089092243425048,11.527900613731436,87.98872659413185,0,0,1,0,0,4,4.477208699386953,0.6556168569340778,1014.32529530594,0.0,1.227681940653453,0.8260869565217391
Czech_Republic,2023,3.500224383572487,13.139298080653631,74.79031047942875,0,0,0,0,1,0,4.314688337544455,1.1669693971598605,982.6921829338474,0.0,0.49371702309699605,1.0
Russia,2022,3.365856608904397,7.658405195426976,120.51269953571423,0,0,0,0,1,1,4.791755137715415,-0.572308811412248,922.935084239244,0.0,-0.5500409102755919,0.9565217391304348
Sweden,2016,8.962620749637537,6.569492840798004,140.151054908707,1,0,0,0,0,7,4.942720804580023,-0.9178586276759523,920.7213518530386,1.0,0.7015427735350559,0.6956521739130435
Poland,2015,5.357559387996777,13.159068361686478,41.19443865860517,0,0,1,0,0,8,3.718303263229881,1.1732431959181724,542.0804344298857,0.0,-0.32732374286228505,0.6521739130434783
Spain,2005,7.236612113393108,13.797744301245134,20.398858663658803,0,0,0,1,0,18,3.0154789514251683,1.3759173162258074,281.4582358784032,0.0,-0.0053911750088616595,0.21739130434782608
Ukraine,2007,6.032568030853386,8.510236756432707,64.33800679198774,0,1,0,0,0,16,4.164150542033339,-0.30199298834175886,547.5316702367912,0.0,-0.013324459521247944,0.30434782608695654
Romania,2018,7.818828136607676,4.295945692345972,4.936933889002415,0,0,0,0,1,5,1.5967444682618923,-1.639334324112656,21.208799873856773,0.0,0.5715656456333003,0.782608695652174
Chile,2001,5.833939000314644,11.644577829835672,132.6145121830398,0,0,0,0,1,22,4.887446515074289,0.6926426013988074,1544.240008481098,0.0,1.2083244423421182,0.043478260869565216
Denmark,2013,4.299039322044547,12.624365598014425,36.7162327767023,0,0,0,0,1,10,3.603218967262183,1.003563385640394,463.5191459548901,0.0,-0.23306850707424676,0.5652173913043478
Germany,2021,4.907066967971971,4.198266784808842,82.84519783249596,0,0,0,1,0,2,4.416973780001944,-1.6703312435697737,347.80624234108524,0.0,-0.4920659566431056,0.9130434782608695
Chile,2011,8.872621555602741,10.545339386756645,18.14915349457488,0,0,0,1,0,12,2.8986239202058464,0.3438159576186633,191.38898318263247,0.0,0.5597672450645181,0.4782608695652174
Germany,2016,5.744277543381816,10.472056340685924,83.43534354724935,0,1,0,0,0,7,4.424072003133978,0.32056069469751625,873.739618431281,0.0,-0.35908505962230697,0.6956521739130435
South_Africa,2014,3.707594657956874,8.165786996227055,6.810024482377796,0,0,0,0,1,9,1.9183957152177775,-0.4112988942258882,55.60920936218849,0.0,-0.6044971671327641,0.6086956521739131
United_States,2017,9.476843104618029,12.247440584359214,115.55219764276973,1,0,0,0,0,6,4.749722355516336,0.8839519507438443,1415.218675021955,1.0,-0.014951607219358842,0.7391304347826086
South_Africa,2015,8.372803651987017,8.709969419257966,143.3577979339433,0,0,0,0,1,8,4.965343588714838,-0.23861085786290587,1248.6420360168088,0.0,0.5628018367366445,0.6521739130434783
Iraq,2012,2.445329168449593,11.444535469705006,46.73943367659572,0,1,0,0,0,11,3.8445882125759403,0.629162193178384,534.9111065457244,0.0,-0.7503282881555936,0.5217391304347826
Ukraine,2020,9.991543695844143,9.688290350986671,39.4739769576896,0,1,0,0,0,3,3.6756416435978854,0.07184444808407973,382.43535007425436,0.0,0.15155380338598312,0.8695652173913043
Portugal,2016,7.559413571520818,6.733110651731283,67.75125076643918,1,0,0,0,0,7,4.215842921086656,-0.8659369975602499,456.17666820362894,1.0,0.31599030764630864,0.6956521739130435
Argentina,2007,3.2821327923246955,10.671509493111447,93.376075377306,0,0,0,1,0,16,4.536635160144961,0.3838541267913598,996.4636748184109,0.0,-0.4559310768584246,0.30434782608695654
Bangladesh,2000,3.897341450388772,12.10599344330426,29.15540683677939,1,0,0,0,0,23,3.3726403788480472,0.8390658463711745,352.9551640029195,1.0,-0.12451988021389548,0.0
China,2002,7.539563849932375,14.71296240780704,120.69289159216876,0,1,0,0,0,21,4.793249233180886,1.6663478979152218,1775.7499768851094,0.0,2.0475349963056995,0.08695652173913043
Norway,2015,8.238088442232975,8.181198414826548,30.58168718921121,1,0,0,0,0,8,3.4204013719420314,-0.40640831433414626,250.1948507550961,1.0,-0.016089617690016045,0.6521739130434783
Malaysia,2001,3.912287545198449,4.709197991329862,1.815658777572493,0,0,0,0,1,22,0.5964483647115921,-1.5081949763245661,8.550296668284817,0.0,-0.3293917634401995,0.043478260869565216
Italy,2014,4.055750831194167,14.86768343343487,79.1133369542506,0,1,0,0,0,9,4.370881469337618,1.7154462681840073,1176.2320491984624,0.0,0.09390351571742439,0.6086956521739131
South_Korea,2000,4.456965558976487,10.861873253680898,18.157306963720853,0,0,0,1,0,23,2.899073067227072,0.4442631782714074,197.22236686811343,0.0,0.14359124436784731,0.0
Canada,2008,6.784146918693094,14.410955039768462,105.03757008267254,0,0,0,1,0,15,4.654318096469847,1.570510441307822,1513.6916999479229,0.0,1.2223048412833868,0.34782608695652173
Peru,2015,3.3745294264102155,5.142097946122313,25.95302938440728,1,0,0,0,0,8,3.2562883420819153,-1.3708207430327906,133.4530190932127,1.0,-0.5903747028120601,0.6521739130434783
Ethiopia,2003,2.83394559107822,7.762372238575034,122.78967893248527,1,0,0,0,0,20,4.810472964399765,-0.5393164475139314,953.1391949290653,1.0,-0.6715864938077454,0.13043478260869565
Ethiopia,2011,7.430912712684108,5.473303687599968,71.0848517985237,1,0,0,0,0,12,4.263874259236697,-1.2657176255719882,389.06898148135696,1.0,-0.16248961300600562,0.4782608695652174
Turkey,2000,8.23278351834536,13.190611700402654,85.37540778788271,0,0,0,0,1,23,4.447058094311555,1.1832529959276803,1126.1538528934934,0.0,0.8471723439200114,0.0
Ukraine,2000,6.007435235332044,13.683770155722478,28.801189630104048,0,0,0,1,0,23,3.360416692889641,1.3397493502028799,394.1088591097215,0.0,-0.270303267182297,0.0
Poland,2006,4.910661682147083,9.514428698625224,22.85652355203897,0,1,0,0,0,17,3.1292365712131534,0.016672090296595016,217.46676363432292,0.0,-0.30175914804525983,0.2608695652173913
France,2017,5.456341708211811,6.052668394282335,95.0625775115116,0,1,0,0,0,6,4.554535385393398,-1.081865025229345,575.382258382941,0.0,-0.42424479882409816,0.7391304347826086
Australia,2022,5.107262670975615,5.398308659436794,39.06363168591109,0,0,0,1,0,1,3.665191898236288,-1.2895161600383418,210.87754119910338,0.0,0.5173738113098212,0.9565217391304348
Kenya,2022,9.679879265901402,10.469805210882274,58.50290967934591,1,0,0,0,0,1,4.0690764911093895,0.31984633280536745,612.5140686125909,1.0,0.8953165109192049,0.9565217391304348
Finland,2014,8.144719241753123,9.570139570438307,72.4379239366109,0,0,1,0,0,9,4.282729973529587,0.03435109029789555,693.2410422661602,0.0,1.0081902416463313,0.6086956521739131
Kenya,2012,3.664697718800882,11.642680126044343,35.215407231560015,1,0,0,0,0,11,3.561483692281014,0.6920403938899762,410.001721905442,1.0,0.49865211035142654,0.5217391304347826
Russia,2015,5.073513216431841,7.357279888819903,119.51814777339584,0,0,0,1,0,8,4.78346822405388,-0.6678663592057802,879.3284649622105,0.0,0.5034728032669682,0.6521739130434783
Philippines,2006,6.352098330904878,8.426047945267985,140.97423692742692,0,0,0,0,1,17,4.948577156856656,-0.3287090303682467,1187.8556793980677,0.0,0.293532061880418,0.2608695652173913
Portugal,2015,6.903886896509508,4.234971812362732,65.35208114697393,1,0,0,0,0,8,4.179789285729548,-1.658683459913648,276.7642215366765,1.0,0.36077045668266816,0.6521739130434783
Mexico,2012,5.745471168230137,10.71157349583082,137.7147092888258,0,1,0,0,0,11,4.925184221299237,0.39656783025850867,1475.1412300042327,0.0,0.5677885624111176,0.5217391304347826
United_States,2013,8.481013080095673,8.654578734811256,132.51973978401142,0,0,0,0,1,10,4.886731613831906,-0.2561882512609293,1146.9025218774264,0.0,0.972769366543559,0.5652173913043478
Finland,2016,8.140848155665854,14.117410971947926,25.741037079298746,0,0,0,1,0,7,3.2480864919273844,1.4773586846310889,363.3967992926105,0.0,0.07691530283982884,0.6956521739130435
South_Korea,2011,6.041263349025334,11.059649274752854,26.83390992761407,0,0,1,0,0,12,3.289666383511162,0.5070243981733223,296.7736324697203,0.0,-0.187009243331136,0.4782608695652174
France,2023,8.835435094253842,8.385639405946632,72.13335415908716,1,0,0,0,0,0,4.278516547016104,-0.34153206729919966,604.8842971195457,1.0,1.5242481984072116,1.0
Argentina,2023,8.008716243539087,6.899480989606854,79.35271970556109,0,0,0,0,1,0,4.373902721187332,-0.8131418947769571,547.4925810821198,0.0,-0.09356855003693199,1.0
Ukraine,2019,8.228654789765146,13.958134368684028,51.828329122206334,0,0,0,0,1,4,3.9479368940243655,1.4268146709104437,723.4267819921356,0.0,0.16074872595952083,0.8260869565217391
Saudi_Arabia,2012,9.651206235467331,4.178915815291876,47.62522599595397,0,1,0,0,0,11,3.8633625787574744,-1.6764719801797379,199.02181012134182,0.0,0.6797936936546034,0.5217391304347826
Ethiopia,2023,4.131735529673621,7.596037139776314,65.27372618043029,1,0,0,0,0,0,4.178589599732661,-0.592100367710784,495.821648318138,1.0,-0.48409515282716653,1.0
India,2019,4.1411852989347935,14.378561421668383,103.88141292848093,0,0,1,0,0,4,4.643249988246916,1.5602308180350997,1493.665276361859,0.0,-0.4967360516708482,0.8260869565217391
Bangladesh,2014,9.11161804552512,11.194363076797314,13.57465131877028,0,0,0,0,1,9,2.608204179948336,0.5497737795599534,151.95957550324,0.0,0.11871481079609025,0.6086956521739131
Czech_Republic,2023,8.177810987085437,9.85990978411629,106.87671852333872,0,1,0,0,0,0,4.671676006878184,0.12630527161420438,1053.7948026625102,0.0,0.9792677746078842,1.0
Morocco,2020,9.41236433148502,6.238881897124702,139.0097989831881,1,0,0,0,0,3,4.934544426927874,-1.022772995076996,867.265718399156,1.0,-0.05796695505620686,0.8695652173913043
France,2003,2.5050412825956245,13.167122516798258,114.7624996173134,1,0,0,0,0,20,4.742864772135222,1.1757990598563528,1511.0918927951786,1.0,-0.11605879432479105,0.13043478260869565
Thailand ,2021,7.022056618092773,6.246189688520537,29.559851595577697,0,0,1,0,0,2,3.386417075620095,-1.0204539783412692,184.63644023049474,0.0,0.43100892323768303,0.9130434782608695
Bangladesh,2001,3.1570267049875795,6.730788846733749,14.03469712779415,0,1,0,0,0,22,2.6415326298014588,-0.866673787152991,94.46458289504305,0.0,-0.19304839725745648,0.043478260869565216
Nigeria,2017,6.031177586340661,6.110362571590407,74.0666809394413,0,0,1,0,0,6,4.304965781239129,-1.0635566533171879,452.5742750142907,0.0,0.10535188389387717,0.7391304347826086
Greece,2001,3.245975454827554,5.739644066264741,143.50450728766907,0,0,0,0,1,22,4.96636644437657,-1.181198546951949,823.6647937359152,0.0,0.028174848726952417,0.043478260869565216
Italy,2014,3.024628071879034,14.486437455766833,123.0398338209343,0,0,0,1,0,9,4.81250815514633,1.5944636409096988,1782.4088572149094,0.0,-0.6680470958322837,0.6086956521739131
Nigeria,2018,2.097346763056265,10.622347557554392,84.84731221293595,0,0,0,1,0,5,4.440853314253773,0.3682533323594727,901.277639650135,0.0,-0.7317568916451165,0.782608695652174
